title,console,genre,release_date,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale
Spirit Camera: The Cursed Memoir,3DS,action_adventure,13th Apr 12,Nintendo,Tecmo Koei Games,0.25,0.15,0.02,0.06,0.02
Star Trek: The Game,PS3,action_adventure,23rd Apr 13,Namco Bandai Games,Digital Extremes,0.25,0.10,0.11,NA,0.04
Family Guy: Back to the Multiverse,X360,action_adventure,20th Nov 12,Activision,Heavy Iron Studios,0.25,0.14,0.09,NA,0.02
Far Cry: Primal,PC,action_adventure,01st Mar 16,Ubisoft,Ubisoft Montreal,0.25,0.07,0.16,NA,0.02
Lego Star Wars: The Force Awakens,X360,action_adventure,28th Jun 16,Warner Bros. Interactive Entertainment,TT Fusion,0.24,0.08,0.14,NA,0.02
Darksiders II: Deathinitive Edition,PS4,action_adventure,30th Oct 15,Nordic Games,Gunfire Games,0.24,0.10,0.10,NA,0.04
Skylanders: SuperChargers Racing,Wii,action_adventure,20th Sep 15,Activision,Beenox,0.23,0.07,0.15,NA,0.02
LEGO The Hobbit,WiiU,action_adventure,08th Apr 14,Warner Bros. Interactive Entertainment,Traveller's Tales,0.23,0.09,0.11,NA,0.02
No Man's Sky,XOne,action_adventure,24th Jul 18,505 Games,Hello Games,0.23,0.17,0.04,NA,0.02
The Amazing Spider-Man 2 (2014),XOne,action_adventure,29th Apr 14,Activision,Beenox,0.22,0.12,0.08,NA,0.02
Hitman 2,XOne,action_adventure,13th Nov 18,Warner Bros. Interactive Entertainment,IO Interactive,0.22,0.14,0.06,NA,0.02
Judgment,PS4,action_adventure,25th Jun 19,Sega,Sega,0.22,NA,NA,0.22,NA
Star Trek: The Game,X360,action_adventure,23rd Apr 13,Namco Bandai Games,Digital Extremes,0.21,0.12,0.08,NA,0.02
Tom Clancy's Splinter Cell: Blacklist,PC,action_adventure,20th Aug 13,Ubisoft,Ubisoft Toronto,0.21,0.06,0.14,NA,0.02
Conan Exiles,PS4,action_adventure,08th May 18,Maximum Games,Funcom Oslo A/S,0.21,0.05,0.05,0.09,0.02
The Amazing Spider-Man (2012),3DS,action_adventure,26th Jun 12,Activision,Beenox,0.21,0.16,0.03,NA,0.02
State of Decay: Year One Survival Edition,XOne,action_adventure,28th Apr 15,Microsoft Studios,Undead Labs,0.21,0.14,0.05,NA,0.02
Castlevania: Lords of Shadow 2,PS3,action_adventure,25th Feb 14,Konami Digital Entertainment,Mercury Steam,0.20,0.03,0.13,0.02,0.03
Code of Princess,3DS,action_adventure,09th Oct 12,Atlus,Studio Saizensen,0.20,0.16,NA,0.03,0.02
The Amazing Spider-Man (2012),DS,action_adventure,26th Jun 12,Activision,Other Ocean Interactive,0.20,0.15,0.03,NA,0.02
Sleeping Dogs: Definitive Edition,XOne,action_adventure,14th Oct 14,Square Enix,United Front Games,0.20,0.10,0.09,NA,0.02
Skylanders: SuperChargers Racing,3DS,action_adventure,20th Sep 15,Activision,Beenox,0.20,0.11,0.07,NA,0.02
How to Train Your Dragon 2,Wii,action_adventure,10th Jun 14,Little Orbit,Torus Games,0.19,0.04,0.14,NA,0.01
Lego Star Wars: The Force Awakens,PSV,action_adventure,28th Jun 16,Warner Bros. Interactive Entertainment,TT Fusion,0.18,0.02,0.10,0.02,0.03
How to Train Your Dragon 2,X360,action_adventure,10th Jun 14,Little Orbit,Torus Games,0.18,0.06,0.10,NA,0.01
Murdered: Soul Suspect,XOne,action_adventure,03rd Jun 14,Square Enix,Airtight Games,0.17,0.08,0.07,NA,0.01
Dead Rising 4: Frank's Big Package,PS4,action_adventure,05th Dec 17,Capcom,Capcom,0.16,0.08,0.05,NA,0.03
Just Cause 3,PC,action_adventure,01st Dec 15,Square Enix,Avalanche Studios,0.16,0.03,0.12,NA,0.01
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,action_adventure,19th Nov 13,D3Publisher,Way Forward,0.16,0.10,0.04,NA,0.01
Legends of Chima: Laval's Journey,PSV,action_adventure,25th Jun 13,Warner Bros. Interactive Entertainment,TT Fusion,0.16,0.01,0.11,NA,0.04
Naruto Powerful Shippuden,3DS,action_adventure,05th Mar 13,Namco Bandai Games,Namco Bandai Games,0.16,0.08,0.02,0.04,0.01
Darksiders II,WiiU,action_adventure,18th Nov 12,THQ,Vigil Games,0.16,0.07,0.07,NA,0.01
Castlevania: Lords of Shadow - Mirror of Fate,3DS,action_adventure,05th Mar 13,Konami Digital Entertainment,Mercury Steam,0.16,0.04,0.08,0.03,0.01
LEGO The Hobbit,PSV,action_adventure,08th Apr 14,Warner Bros. Interactive Entertainment,TT Fusion,0.16,0.02,0.10,NA,0.03
The Amazing Spider-Man (2012),Wii,action_adventure,26th Jun 12,Activision,Beenox,0.16,0.10,0.04,NA,0.01
Metal Gear Solid V: The Phantom Pain,X360,action_adventure,01st Sep 15,Konami Digital Entertainment,Kojima Productions,0.16,0.10,0.05,NA,0.01
Gravity Rush Remastered,PS4,action_adventure,02nd Feb 16,Sony Computer Entertainment,Bluepoint Games,0.16,0.02,0.06,0.05,0.02
Assassin's Creed Rogue Remastered,PS4,action_adventure,20th Mar 18,Ubisoft,Ubisoft,0.15,NA,0.13,0.01,0.02
One Piece Unlimited World: Red,PSV,action_adventure,08th Jul 14,Namco Bandai Games,Ganbarion,0.15,0.04,0.04,0.04,0.03
Darksiders II,PC,action_adventure,14th Aug 12,THQ,Vigil Games,0.15,0.03,0.10,NA,0.02
Okami HD,PS3,action_adventure,30th Oct 12,Capcom,HexaDrive,0.14,NA,NA,0.14,NA
Murdered: Soul Suspect,PS3,action_adventure,03rd Jun 14,Square Enix,Airtight Games,0.14,0.05,0.05,0.02,0.02
We Happy Few,PS4,action_adventure,10th Aug 18,Gearbox Software,Compulsion Games,0.14,0.08,0.04,NA,0.02
Rodea the Sky Soldier,WiiU,action_adventure,10th Nov 15,NIS America,Kadokawa Games,0.14,0.10,0.02,0.01,0.01
Metal Gear Solid V: Ground Zeroes,X360,action_adventure,18th Mar 14,Konami Digital Entertainment,Kojima Productions,0.14,0.06,0.05,0.01,0.01
Watch Dogs,WiiU,action_adventure,18th Nov 14,Ubisoft,Ubisoft Montreal,0.13,0.07,0.05,NA,0.01
Tom Clancy's Splinter Cell: Blacklist,WiiU,action_adventure,20th Aug 13,Ubisoft,Ubisoft Shanghai,0.13,0.04,0.07,NA,0.01
Sleeping Dogs,PC,action_adventure,14th Aug 12,Square Enix,United Front Games,0.12,0.06,0.05,NA,0.01
LEGO Batman 2: DC Super Heroes,WiiU,action_adventure,21st May 13,Warner Bros. Interactive Entertainment,Traveller's Tales,0.12,0.04,0.07,NA,0.01
Darksiders: Warmastered Edition,PS4,action_adventure,22nd Nov 16,THQ Nordic,Kaiko,0.11,0.07,0.02,NA,0.02
Fatal Frame 2: Wii Edition,Wii,action_adventure,28th Jun 12,Nintendo,Koei Tecmo Games,0.11,NA,0.00,0.10,0.00
How to Train Your Dragon 2,PS3,action_adventure,10th Jun 14,Little Orbit,Torus Games,0.10,0.03,0.06,NA,0.02
Terraria,PSV,action_adventure,04th Dec 13,505 Games,Engine Software,0.10,NA,0.01,0.09,0.00
Starlink: Battle for Atlas,PS4,action_adventure,16th Oct 18,Ubisoft,Ubisoft Toronto,0.10,0.08,NA,NA,0.02
Starlink: Battle for Atlas,XOne,action_adventure,16th Oct 18,Ubisoft,Ubisoft Toronto,0.10,0.09,NA,NA,0.01
Murdered: Soul Suspect,X360,action_adventure,03rd Jun 14,Square Enix,Airtight Games,0.10,0.06,0.03,NA,0.01
SpongeBob: HeroPants,X360,action_adventure,03rd Feb 15,Activision,Behaviour Interactive,0.10,0.09,0.00,NA,0.01
Resident Evil 4,PS4,action_adventure,30th Aug 16,Capcom,Capcom,0.10,0.07,NA,0.01,0.02
Resident Evil: Origins Collection,XOne,action_adventure,19th Jan 16,Capcom,Capcom,0.10,0.07,0.02,NA,0.01
We Happy Few,XOne,action_adventure,10th Aug 18,Gearbox Software,Compulsion Games,0.09,0.07,0.01,NA,0.01
Castlevania: Lords of Shadow 2,X360,action_adventure,25th Feb 14,Konami Digital Entertainment,Mercury Steam,0.09,0.02,0.06,NA,0.01
Invizimals: The Alliance,PSV,action_adventure,30th Sep 14,Sony Computer Entertainment,Novarama,0.09,0.00,0.07,NA,0.02
The Amazing Spider-Man (2012),WiiU,action_adventure,05th Mar 13,Activision,Beenox,0.09,0.05,0.04,NA,0.01
How to Train Your Dragon 2,WiiU,action_adventure,10th Jun 14,Little Orbit,Torus Games,0.08,0.03,0.05,NA,0.01
Red Dead Redemption 2,PS4,action_adventure,26th Oct 18,Rockstar Games,Rockstar Games,13.94,5.26,6.21,0.21,2.26
The Legend of Zelda: Breath of the Wild,NS,action_adventure,03rd Mar 17,Nintendo,Nintendo EPD,9.46,4.54,2.94,1.26,0.73
Marvel's Spider-Man,PS4,action_adventure,07th Sep 18,Sony Interactive Entertainment,Insomniac Games,8.76,3.64,3.39,0.32,1.41
The Last of Us Remastered,PS4,action_adventure,29th Jul 14,Sony Computer Entertainment,Naughty Dog,6.77,2.70,2.86,0.11,1.10
Assassin's Creed III,PS3,action_adventure,30th Oct 12,Ubisoft,Ubisoft Montreal,6.50,2.65,2.61,0.16,1.08
The Last of Us,PS3,action_adventure,14th Jun 13,Sony Computer Entertainment America,Naughty Dog,6.27,2.41,2.57,0.29,0.99
Horizon: Zero Dawn,PS4,action_adventure,28th Feb 17,Sony Interactive Entertainment,Guerrilla Games,5.82,2.20,2.43,0.28,0.92
Red Dead Redemption 2,XOne,action_adventure,26th Oct 18,Rockstar Games,Rockstar Games,5.77,3.76,1.47,NA,0.54
Assassin's Creed III,X360,action_adventure,30th Oct 12,Ubisoft,Ubisoft Montreal,5.31,3.13,1.71,0.03,0.45
Watch Dogs,PS4,action_adventure,27th May 14,Ubisoft,Ubisoft Montreal,4.32,1.40,2.13,0.11,0.68
Assassin's Creed IV: Black Flag,PS3,action_adventure,29th Oct 13,Ubisoft,Ubisoft Montreal,3.94,1.34,1.86,0.13,0.62
Assassin's Creed IV: Black Flag,X360,action_adventure,29th Oct 13,Ubisoft,Ubisoft Montreal,3.34,1.90,1.14,0.01,0.30
Assassin's Creed IV: Black Flag,PS4,action_adventure,15th Nov 13,Ubisoft,Ubisoft Montreal,3.19,1.07,1.55,0.06,0.51
Assassin's Creed Odyssey,PS4,action_adventure,05th Oct 18,Ubisoft,Ubisoft Quebec,3.18,1.18,1.40,0.09,0.51
inFAMOUS: Second Son,PS4,action_adventure,21st Mar 14,Sony Computer Entertainment,Sucker Punch,3.01,1.35,1.09,0.07,0.50
Mafia III,PS4,action_adventure,07th Oct 16,2K Games,Hangar 13,2.87,0.72,1.67,0.04,0.44
Far Cry: Primal,PS4,action_adventure,23rd Feb 16,Ubisoft,Ubisoft Montreal,2.73,0.63,1.61,0.07,0.41
The Legend of Zelda: Majora's Mask 3D,3DS,action_adventure,13th Feb 15,Nintendo,GREZZO,2.50,1.20,0.64,0.48,0.18
Kinect: Disneyland Adventures,X360,action_adventure,15th Nov 11,Microsoft Studios,Frontier Developments,2.41,1.73,0.43,0.02,0.23
Batman: Arkham Origins,PS3,action_adventure,25th Oct 13,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,2.40,1.08,0.88,0.04,0.40
No Man's Sky,PS4,action_adventure,09th Aug 16,Hello Games,Hello Games,2.26,0.89,0.97,0.04,0.37
The Legend of Zelda: The Wind Waker,WiiU,action_adventure,04th Oct 13,Nintendo,Nintendo EAD,2.08,1.04,0.73,0.15,0.17
Just Cause 3,PS4,action_adventure,01st Dec 15,Square Enix,Avalanche Studios,1.98,0.53,1.07,0.09,0.30
Batman: Arkham Origins,X360,action_adventure,25th Oct 13,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,1.90,1.15,0.58,0.00,0.17
Watch Dogs,PS3,action_adventure,27th May 14,Ubisoft,Ubisoft Montreal,1.83,0.56,0.89,0.10,0.28
Shadow of the Tomb Raider,PS4,action_adventure,14th Sep 18,Square Enix,Eidos Montreal,1.74,0.59,0.82,0.06,0.27
LEGO Batman 2: DC Super Heroes,X360,action_adventure,26th Jun 12,Warner Bros. Interactive Entertainment,Traveller's Tales,1.69,0.90,0.64,NA,0.15
Watch Dogs,XOne,action_adventure,27th May 14,Ubisoft,Ubisoft Montreal,1.64,0.91,0.59,NA,0.15
Tomb Raider: Definitive Edition,PS4,action_adventure,28th Jan 14,Square Enix,Crystal Dynamics,1.51,0.47,0.74,0.06,0.23
LEGO Batman 2: DC Super Heroes,Wii,action_adventure,26th Jun 12,Warner Bros. Interactive Entertainment,Traveller's Tales,1.42,0.90,0.40,NA,0.12
Assassin's Creed Odyssey,XOne,action_adventure,05th Oct 18,Ubisoft,Ubisoft Quebec,1.39,0.91,0.35,NA,0.13
The Legend of Zelda: Breath of the Wild,WiiU,action_adventure,03rd Mar 17,Nintendo,Nintendo EPD,1.34,0.66,0.42,0.15,0.11
The LEGO Movie Videogame,X360,action_adventure,07th Feb 14,Warner Bros. Interactive Entertainment,TT Fusion,1.32,0.69,0.51,NA,0.11
Lego Star Wars: The Force Awakens,PS4,action_adventure,28th Jun 16,Warner Bros. Interactive Entertainment,TT Fusion,1.31,0.30,0.78,0.02,0.20
The Last Guardian,PS4,action_adventure,06th Dec 16,Sony Interactive Entertainment,SIE Japan Studio,1.29,0.40,0.58,0.13,0.19
Watch Dogs,X360,action_adventure,27th May 14,Ubisoft,Ubisoft Montreal,1.29,0.73,0.44,0.01,0.11
The Legend of Zelda: Twilight Princess HD,WiiU,action_adventure,04th Mar 16,Nintendo,Tantalus Interactive,1.24,0.67,0.37,0.10,0.10
LEGO Batman 2: DC Super Heroes,PS3,action_adventure,26th Jun 12,Warner Bros. Interactive Entertainment,Traveller's Tales,1.23,0.50,0.54,NA,0.19
Metal Gear Solid V: Ground Zeroes,PS4,action_adventure,18th Mar 14,Konami Digital Entertainment,Kojima Productions,1.20,0.36,0.50,0.17,0.17
Shadow of the Colossus,PS4,action_adventure,06th Feb 18,Sony Interactive Entertainment,Bluepoint Games,1.20,0.44,0.52,0.05,0.19
Disney Infinity 2.0: Marvel Super Heroes,X360,action_adventure,23rd Sep 14,Disney Interactive Studios,Avalanche Software,1.11,0.67,0.34,NA,0.10
Mafia III,XOne,action_adventure,07th Oct 16,2K Games,Hangar 13,1.11,0.54,0.48,NA,0.09
Sleeping Dogs,PS3,action_adventure,14th Aug 12,Square Enix,United Front Games,1.04,0.31,0.50,0.05,0.17
Disney Infinity 2.0: Marvel Super Heroes,PS3,action_adventure,23rd Sep 14,Disney Interactive Studios,Avalanche Software,1.04,0.52,0.34,NA,0.18
Just Cause 3,XOne,action_adventure,01st Dec 15,Square Enix,Avalanche Studios,1.01,0.52,0.41,NA,0.09
Far Cry: Primal,XOne,action_adventure,23rd Feb 16,Ubisoft,Ubisoft Montreal,1.00,0.51,0.41,NA,0.09
Tom Clancy's Splinter Cell: Blacklist,X360,action_adventure,20th Aug 13,Ubisoft,Ubisoft Toronto,1.00,0.57,0.33,0.01,0.09
Tom Clancy's Splinter Cell: Blacklist,PS3,action_adventure,20th Aug 13,Ubisoft,Ubisoft Toronto,0.98,0.34,0.44,0.06,0.15
The LEGO Movie Videogame,PS3,action_adventure,07th Feb 14,Warner Bros. Interactive Entertainment,TT Fusion,0.98,0.33,0.47,0.03,0.16
Sea of Thieves,XOne,action_adventure,20th Mar 18,Microsoft Studios,Rare Ltd.,0.96,0.60,0.27,NA,0.09
Assassin's Creed III,PC,action_adventure,20th Nov 12,Ubisoft,Ubisoft Montreal,0.89,0.28,0.54,NA,0.07
Sleeping Dogs,X360,action_adventure,14th Aug 12,Square Enix,United Front Games,0.87,0.38,0.40,0.01,0.08
Paper Mario: Color Splash,WiiU,action_adventure,07th Oct 16,Nintendo,Intelligent Systems,0.87,0.35,0.37,0.08,0.06
LEGO Batman 2: DC Super Heroes,3DS,action_adventure,26th Jun 12,Warner Bros. Interactive Entertainment,TT Fusion,0.86,0.42,0.37,NA,0.07
Darksiders II,PS3,action_adventure,14th Aug 12,THQ,Vigil Games,0.85,0.35,0.37,0.01,0.13
The Amazing Spider-Man (2012),PS3,action_adventure,26th Jun 12,Activision,Beenox,0.80,0.31,0.36,NA,0.12
Darksiders II,X360,action_adventure,14th Aug 12,THQ,Vigil Games,0.79,0.45,0.27,0.00,0.07
Shadow of the Tomb Raider,XOne,action_adventure,14th Sep 18,Square Enix,Eidos Montreal,0.78,0.46,0.25,NA,0.07
PokéPark 2: Wonders Beyond,Wii,action_adventure,27th Feb 12,Nintendo,Creatures Inc.,0.76,0.26,0.19,0.27,0.04
Disney Infinity 2.0: Marvel Super Heroes,PS4,action_adventure,23rd Sep 14,Disney Interactive Studios,Avalanche Software,0.75,0.37,0.25,NA,0.13
Skylanders: Trap Team,WiiU,action_adventure,05th Oct 14,Activision,Toys for Bob,0.75,0.42,0.26,NA,0.07
The Amazing Spider-Man (2012),X360,action_adventure,26th Jun 12,Activision,Beenox,0.74,0.43,0.24,NA,0.07
Dead Rising 4,XOne,action_adventure,06th Dec 16,Microsoft Studios,Capcom,0.73,0.41,0.25,NA,0.06
The LEGO Movie Videogame,3DS,action_adventure,07th Feb 14,Warner Bros. Interactive Entertainment,TT Fusion,0.72,0.28,0.33,0.05,0.05
Conker: Live And Reloaded,XB,action_adventure,21st Jun 05,Microsoft Game Studios,Rare Ltd.,0.71,0.49,0.20,NA,0.02
The LEGO Movie Videogame,PS4,action_adventure,07th Feb 14,Warner Bros. Interactive Entertainment,TT Fusion,0.71,0.26,0.32,0.01,0.11
LEGO Batman 2: DC Super Heroes,DS,action_adventure,26th Jun 12,Warner Bros. Interactive Entertainment,TT Fusion,0.71,0.39,0.25,NA,0.06
Disney Infinity 2.0: Marvel Super Heroes,WiiU,action_adventure,23rd Sep 14,Disney Interactive Studios,Avalanche Software,0.70,0.41,0.22,NA,0.06
Terraria,X360,action_adventure,27th Mar 13,505 Games,Engine Software,0.69,0.35,0.29,NA,0.06
Disney Infinity,WiiU,action_adventure,18th Aug 13,Disney Interactive Studios,Avalanche Software,0.67,0.37,0.24,NA,0.06
The LEGO Movie Videogame,WiiU,action_adventure,07th Feb 14,Warner Bros. Interactive Entertainment,TT Fusion,0.66,0.33,0.24,0.03,0.05
Tomb Raider: Definitive Edition,XOne,action_adventure,28th Jan 14,Square Enix,Crystal Dynamics,0.66,0.38,0.22,NA,0.06
The LEGO Movie Videogame,XOne,action_adventure,07th Feb 14,Warner Bros. Interactive Entertainment,TT Fusion,0.65,0.42,0.17,NA,0.06
Assassin's Creed IV: Black Flag,PC,action_adventure,19th Nov 13,Ubisoft,Ubisoft Montreal,0.63,0.24,0.34,NA,0.05
LEGO The Hobbit,PS4,action_adventure,08th Apr 14,Warner Bros. Interactive Entertainment,Traveller's Tales,0.62,0.14,0.39,NA,0.10
Gravity Rush,PSV,action_adventure,12th Jun 12,Sony Computer Entertainment,SCE Japan Studio,0.60,0.21,0.20,0.09,0.10
Metal Gear Solid V: Ground Zeroes,PS3,action_adventure,18th Mar 14,Konami Digital Entertainment,Kojima Productions,0.59,0.13,0.13,0.28,0.05
Skylanders: SuperChargers,WiiU,action_adventure,20th Sep 15,Activision,Vicarious Visions,0.59,0.32,0.22,NA,0.05
Starlink: Battle for Atlas,NS,action_adventure,16th Oct 18,Ubisoft,Ubisoft Toronto,0.57,0.35,0.17,NA,0.05
The Amazing Spider-Man 2 (2014),PS4,action_adventure,29th Apr 14,Activision,Beenox,0.56,0.20,0.26,0.02,0.09
Metroid: Samus Returns,3DS,action_adventure,15th Sep 17,Nintendo,Mercury Steam,0.56,0.30,0.15,0.07,0.05
Just Cause 4,PS4,action_adventure,04th Dec 18,Square Enix,Avalanche Studios,0.56,0.18,0.26,0.03,0.09
Disney Infinity 2.0: Marvel Super Heroes,XOne,action_adventure,23rd Sep 14,Disney Interactive Studios,Avalanche Software,0.55,0.35,0.15,NA,0.05
Skylanders: SuperChargers,X360,action_adventure,20th Sep 15,Activision,Vicarious Visions,0.55,0.35,0.15,NA,0.05
Hitman 2,PS4,action_adventure,13th Nov 18,Warner Bros. Interactive Entertainment,IO Interactive,0.51,0.19,0.22,0.02,0.08
Lego Star Wars: The Force Awakens,XOne,action_adventure,28th Jun 16,Warner Bros. Interactive Entertainment,TT Fusion,0.50,0.24,0.22,NA,0.04
Watch Dogs,PC,action_adventure,27th May 14,Ubisoft,Ubisoft Montreal,0.49,0.19,0.27,NA,0.04
Batman: Arkham Origins Blackgate,PSV,action_adventure,25th Oct 13,Warner Bros. Interactive Entertainment,Armature Studio,0.48,0.16,0.21,NA,0.11
LEGO The Hobbit,PS3,action_adventure,08th Apr 14,Warner Bros. Interactive Entertainment,Traveller's Tales,0.47,0.12,0.28,NA,0.07
ARK: Survival Evolved,XOne,action_adventure,29th Aug 17,Studio Wildcard,Studio Wildcard,0.46,0.30,0.12,NA,0.04
State of Decay 2,XOne,action_adventure,22nd May 18,Microsoft Studios,Undead Labs,0.46,0.27,0.14,NA,0.04
LEGO DC Super-Villains,PS4,action_adventure,16th Oct 18,Warner Bros. Interactive Entertainment,Traveller's Tales,0.46,0.22,0.17,NA,0.08
LEGO The Hobbit,X360,action_adventure,08th Apr 14,Warner Bros. Interactive Entertainment,Traveller's Tales,0.46,0.20,0.22,NA,0.04
Skylanders: SuperChargers,PS4,action_adventure,20th Sep 15,Activision,Vicarious Visions,0.45,0.29,0.09,NA,0.08
Terraria,PS3,action_adventure,30th Jul 13,505 Games,Engine Software,0.45,0.09,0.21,0.09,0.06
LEGO DC Super-Villains,NS,action_adventure,16th Oct 18,Warner Bros. Interactive Entertainment,Traveller's Tales,0.44,0.28,0.12,NA,0.04
Skylanders: SuperChargers,PS3,action_adventure,20th Sep 15,Activision,Vicarious Visions,0.43,0.20,0.16,NA,0.07
LEGO The Lord of the Rings,3DS,action_adventure,30th Oct 12,Warner Bros. Interactive Entertainment,TT Fusion,0.41,0.21,0.17,NA,0.03
LEGO Harry Potter: Years 5-7,3DS,action_adventure,11th Nov 11,Warner Bros. Interactive,TT Fusion,0.41,0.18,0.19,NA,0.03
Skylanders: SuperChargers,XOne,action_adventure,20th Sep 15,Activision,Vicarious Visions,0.40,0.31,0.05,NA,0.04
One Piece Unlimited World: Red,3DS,action_adventure,08th Jul 14,Namco Bandai Games,Ganbarion,0.39,0.05,0.05,0.28,0.01
Metal Gear Solid: Snake Eater 3D,3DS,action_adventure,21st Feb 12,Konami Digital Entertainment,Konami Computer Entertainment Japan,0.39,0.15,0.12,0.10,0.02
LEGO Batman 2: DC Super Heroes,PSV,action_adventure,26th Jun 12,Warner Bros. Interactive Entertainment,TT Fusion,0.37,0.16,0.13,NA,0.08
Resident Evil: Origins Collection,PS4,action_adventure,19th Jan 16,Capcom,Capcom,0.37,0.07,0.18,0.07,0.05
Assassin's Creed III,WiiU,action_adventure,18th Nov 12,Ubisoft,Ubisoft Montreal,0.36,0.19,0.14,NA,0.03
Disney Infinity,3DS,action_adventure,18th Aug 13,Disney Interactive Studios,Altron,0.35,0.22,0.11,NA,0.03
Mafia III,PC,action_adventure,07th Oct 16,2K Games,Hangar 13,0.35,0.14,0.18,NA,0.03
Gravity Rush 2,PS4,action_adventure,20th Jan 17,Sony Interactive Entertainment,SIE Japan Studio,0.35,0.13,0.05,0.13,0.04
Lego Star Wars: The Force Awakens,PS3,action_adventure,28th Jun 16,Warner Bros. Interactive Entertainment,TT Fusion,0.35,0.07,0.22,NA,0.05
Lego Legends of Chima: Laval's Journey,3DS,action_adventure,25th Jun 13,Warner Bros. Interactive Entertainment,TT Fusion,0.34,0.20,0.11,NA,0.03
Murdered: Soul Suspect,PS4,action_adventure,03rd Jun 14,Square Enix,Airtight Games,0.33,0.09,0.17,0.02,0.05
Batman: Arkham Origins,PC,action_adventure,22nd Apr 14,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,0.32,0.13,0.17,NA,0.03
Batman: Arkham Origins,WiiU,action_adventure,25th Oct 13,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,0.32,0.19,0.10,0.00,0.03
Sonic Boom: Rise of Lyric,WiiU,action_adventure,11th Nov 14,Sega,Big Red Button,0.31,0.19,0.09,NA,0.03
The LEGO Movie Videogame,PSV,action_adventure,07th Feb 14,Warner Bros. Interactive Entertainment,TT Fusion,0.31,0.04,0.20,NA,0.07
LEGO Ninjago: Shadow of Ronin,3DS,action_adventure,24th Mar 15,Warner Bros. Interactive Entertainment,TT Fusion,0.31,0.05,0.19,0.05,0.02
Sorcery,PS3,action_adventure,22nd May 12,Sony Computer Entertainment,The Workshop,0.30,0.14,0.11,NA,0.05
LEGO DC Super-Villains,XOne,action_adventure,16th Oct 18,Warner Bros. Interactive Entertainment,Traveller's Tales,0.30,0.20,0.07,NA,0.03
Lego Star Wars: The Force Awakens,WiiU,action_adventure,28th Jun 16,Warner Bros. Interactive Entertainment,TT Fusion,0.29,0.12,0.13,0.02,0.02
Black Panther: Yakuza New Chapter,PSP,action_adventure,22nd Sep 10,Sega,Amusement Vision,0.29,NA,NA,0.29,NA
Assassin's Creed IV: Black Flag,WiiU,action_adventure,29th Oct 13,Ubisoft,Ubisoft Montreal,0.29,0.17,0.10,NA,0.03
One Piece Unlimited World: Red,PS3,action_adventure,08th Jul 14,Namco Bandai Games,Ganbarion,0.29,0.09,0.10,0.06,0.04
Just Cause 4,XOne,action_adventure,04th Dec 18,Square Enix,Avalanche Studios,0.29,0.17,0.09,NA,0.03
How to Train Your Dragon 2,3DS,action_adventure,10th Jun 14,Little Orbit,Torus Games,0.28,0.04,0.22,NA,0.02
Lego Star Wars: The Force Awakens,3DS,action_adventure,28th Jun 16,Warner Bros. Interactive Entertainment,TT Fusion,0.28,0.05,0.19,0.02,0.02
Siren: Blood Curse,PS3,action_adventure,24th Jul 08,Sony Computer Entertainment,SCE Japan Studio,0.28,NA,0.17,0.09,0.01
LEGO The Hobbit,XOne,action_adventure,08th Apr 14,Warner Bros. Interactive Entertainment,Traveller's Tales,0.27,0.13,0.13,NA,0.02
Metal Gear Solid V: Ground Zeroes,XOne,action_adventure,18th Mar 14,Konami Digital Entertainment,Kojima Productions,0.27,0.13,0.13,NA,0.02
Family Guy: Back to the Multiverse,PS3,action_adventure,20th Nov 12,Activision,Heavy Iron Studios,0.27,0.12,0.11,NA,0.05
Batman: Arkham Origins Blackgate,3DS,action_adventure,25th Oct 13,Warner Bros. Interactive Entertainment,Armature Studio,0.27,0.16,0.09,NA,0.02
Robinson: The Journey,PS4,action_adventure,08th Nov 16,Sony Interactive Entertainment,Crytek,0.27,0.14,0.09,NA,0.05
Shenmue I & II,PS4,action_adventure,21st Aug 18,Sega,Sega,0.27,0.09,0.10,0.05,0.04
The Amazing Spider-Man 2 (2014),PS3,action_adventure,29th Apr 14,Activision,Beenox,0.27,0.06,0.14,0.02,0.04
ReCore,XOne,action_adventure,13th Sep 16,Microsoft Studios,Armature Studio,0.26,0.16,0.06,0.01,0.02
The Amazing Spider-Man 2 (2014),X360,action_adventure,29th Apr 14,Activision,Beenox,0.25,0.12,0.12,NA,0.02
LEGO The Hobbit,3DS,action_adventure,08th Apr 14,Warner Bros. Interactive Entertainment,TT Fusion,0.25,0.10,0.13,NA,0.02
Spirit Camera: The Cursed Memoir,3DS,action_adventure,13th Apr 12,Nintendo,Tecmo Koei Games,0.25,0.15,0.02,0.06,0.02
Star Trek: The Game,PS3,action_adventure,23rd Apr 13,Namco Bandai Games,Digital Extremes,0.25,0.10,0.11,NA,0.04
Family Guy: Back to the Multiverse,X360,action_adventure,20th Nov 12,Activision,Heavy Iron Studios,0.25,0.14,0.09,NA,0.02
